index;prerequisite;advanced;m1;m2;m2_sentence;m3;m4;m4a;m4b;m5
2178;PUBLIC-KEY;CERTIFICATE;0;;;;;;;1.50
2179;PUBLIC-KEY ENCRYPTION;CERTIFICATE;0;;;;;;;0.00
2180;REGISTERED DOMAIN;CERTIFICATE;0;;;;;;;1.50
2181;REMOTE MAIL SERVER;CERTIFICATE;0;;;;;;;1.00
2182;REMOTE SERVER;CERTIFICATE;0;;;;;;;1.00
2183;REPEATER;CERTIFICATE;0;;;;;;;2.00
2184;ROUTER;CERTIFICATE;0;;;;;;;1.00
2185;SECURE SHELL;CERTIFICATE;0;;;;;;;1.00
2186;SECURE SOCKET LAYER;CERTIFICATE;0;;;;;;;0.00
2187;SERVER;CERTIFICATE;0;;;;;;;1.25
2188;SERVER SIDE;CERTIFICATE;0;;;;;;;1.25
2189;SERVLETS;CERTIFICATE;0;;;;;;;1.00
2190;SIMPLE MAIL TRANSFER PROTOCOL;CERTIFICATE;0;;;;;;;1.00
2191;SOFTWARE;CERTIFICATE;0;;;;;;;1.25
2192;SPYWARE;CERTIFICATE;0;;;;;;;0.00
2193;STAR;CERTIFICATE;0;;;;;;;1.00
2194;SUBDOMAINS;CERTIFICATE;0;;;;;;;1.50
2195;SWITCH;CERTIFICATE;0;;;;;;;1.75
2196;TAG;CERTIFICATE;0;;;;;;;1.00
2197;TIER-1 INTERNET SERVICE PROVIDER;CERTIFICATE;0;;;;;;;1.50
2198;TIER-2 INTERNET SERVICE PROVIDER;CERTIFICATE;0;;;;;;;1.50
2199;TIER-3 INTERNET SERVICE PROVIDER;CERTIFICATE;0;;;;;;;1.50
2200;TOP-LEVEL DOMAINS;CERTIFICATE;0;;;;;;;1.50
2201;TRADITIONAL TELEPHONE;CERTIFICATE;0;;;;;;;1.75
2202;TRANSMISSION CONTROL PROTOCOL;CERTIFICATE;0;;;;;;;1.00
2203;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;CERTIFICATE;0;;;;;;;1.00
2204;TRANSPORT LAYER;CERTIFICATE;0;;;;;;;1.00
2205;TROJAN HORSE;CERTIFICATE;0;;;;;;;0.00
2206;UNIFORM RESOURCE LOCATOR;CERTIFICATE;0;;;;;;;0.75
2207;USER DATAGRAM PROTOCOL;CERTIFICATE;0;;;;;;;0.50
2208;VIRUS;CERTIFICATE;0;;;;;;;0.00
2209;VOICE OVER INTERNET PROTOCOL;CERTIFICATE;0;;;;;;;1.00
2210;WEBSERVER;CERTIFICATE;0;;;;;;;1.25
2211;WIDE AREA NETWORK;CERTIFICATE;0;;;;;;;1.75
2212;WIRELESS NETWORK;CERTIFICATE;0;;;;;;;1.75
2213;WORLD WIDE WEB;CERTIFICATE;0;;;;;;;1.50
2214;WORM;CERTIFICATE;0;;;;;;;0.00
2215;SECOND GENERATION;CERTIFICATE;0;;;;;;;1.50
2216;EMAIL;CERTIFICATE;0;;;;;;;1.00
2217;CLIENT-SIDE;CERTIFICATE;0;;;;;;;1.25
2218;SERVER-SIDE;CERTIFICATE;0;;;;;;;1.25
2219;SERVLET;CERTIFICATE;0;;;;;;;1.00
2220;WEBSERVERS;CERTIFICATE;0;;;;;;;1.25
2221;4G;CERTIFICATE;0;;;;;;;1.50
2222;ANTIVIRUS SOFTWARE;CERTIFICATE;0;;;;;;;0.00
2223;SEARCH ENGINE;CERTIFICATE;0;;;;;;;1.50
2224;WIFI NETWORK;CERTIFICATE;0;;;;;;;1.00
2225;1G;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2226;3G;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2227;ACCESS INTERNET SERVICE PROVIDER;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2228;ACCESS POINT;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2229;ACTIVE SERVER PAGE;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2230;ADDRESSING SYSTEM;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2231;APPLICATION LAYER;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2232;AUDITING SOFTWARE;CERTIFICATE AUTHORITY;0;;;;;;;0.00
2233;BIT PATTERN;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2234;BODY;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2235;BRIDGE;CERTIFICATE AUTHORITY;0;;;;;;;2.00
2236;BROWSER;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2237;BUS;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2238;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2239;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2240;CERTIFICATE;CERTIFICATE AUTHORITY;0;;;;;;;0.00
2241;CLIENT;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2242;CLIENT SIDE;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2243;CLIENT/SERVER MODEL;CERTIFICATE AUTHORITY;0;;;;;;;2.00
2244;CLOUD COMPUTING;CERTIFICATE AUTHORITY;0;;;;;;;1.75
2245;CLUSTER COMPUTE;CERTIFICATE AUTHORITY;0;;;;;;;2.00
2246;COLLISION AVOIDANCE;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2247;COLLISION DETECTION;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2248;COMPUTER;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2249;COMPUTER SYSTEM;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2250;CONTENT DELIVERY NETWORK;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2251;DENIAL OF SERVICE;CERTIFICATE AUTHORITY;0;;;;;;;0.00
2252;DIGITAL SIGNATURE;CERTIFICATE AUTHORITY;0;;;;;;;0.00
2253;DISTRIBUTED SYSTEM;CERTIFICATE AUTHORITY;0;;;;;;;1.75
2254;DOMAIN;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2255;DOMAIN NAME;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2256;DOMAIN NAME SYSTEM;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2257;ENCRYPTION;CERTIFICATE AUTHORITY;0;;;;;;;0.00
2258;END SYSTEM;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2259;END USER;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2260;ETHERNET NETWORK;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2261;EXTENSIBLE MARKUP LANGUAGE;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2262;FILE SERVER;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2263;FILE TRANSFER PROTOCOL;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2264;FIREWALL;CERTIFICATE AUTHORITY;0;;;;;;;0.00
2265;FORWARDING TABLE;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2266;GATEWAY;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2267;GRID COMPUTE;CERTIFICATE AUTHORITY;0;;;;;;;2.00
2268;HEAD;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2269;HIDDEN TERMINAL PROBLEM;CERTIFICATE AUTHORITY;0;;;;;;;2.00
2270;HOP COUNT;CERTIFICATE AUTHORITY;0;;;;;;;0.50
2271;HOT SPOT;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2272;HUB;CERTIFICATE AUTHORITY;0;;;;;;;2.00
2273;HYPERTEXT;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2274;HYPERTEXT DOCUMENT;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2275;HYPERTEXT MARKUP LANGUAGE;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2276;HYPERTEXT TRANSFER PROTOCOL;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2277;HYPERTEXT TRANSFER PROTOCOL SERVER;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2278;INSTANT MESSAGING;CERTIFICATE AUTHORITY;0;;;;;;;1.75
2279;INTERNET;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2280;INTERNET INFRASTRUCTURE;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2281;INTERNET MAIL ACCESS PROTOCOL;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2282;INTERNET PROTOCOL;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2283;INTERNET PROTOCOL ADDRESS;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2284;INTERNET PROTOCOL NETWORK;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2285;INTERNET SERVICE PROVIDER;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2286;INTERNET SOFTWARE;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2287;INTERNET2;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2288;INTERPROCESS COMMUNICATION;CERTIFICATE AUTHORITY;0;;;;;;;2.00
2289;INTRANET;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2290;JAVASERVER PAGE;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2291;LINK LAYER;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2292;LOCAL AREA NETWORK;CERTIFICATE AUTHORITY;0;;;;;;;1.75
2293;MAGNETIC DISK;CERTIFICATE AUTHORITY;0;;;;;;;2.00
2294;MAIL SERVER;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2295;MALICIOUS SOFTWARE;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2296;MASS STORAGE;CERTIFICATE AUTHORITY;0;;;;;;;1.75
2297;METROPOLITAN AREA NETWORK;CERTIFICATE AUTHORITY;0;;;;;;;1.75
2298;MNEMONIC ADDRESS;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2299;MNEMONIC DOMAIN NAME;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2300;NAME SERVER;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2301;NETWORK;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2302;NETWORK LAYER;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2303;NETWORK NEWS TRANSFER PROTOCOL;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2304;NETWORK SOFTWARE;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2305;OPEN NETWORK;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2306;PEER-TO-PEER MODEL;CERTIFICATE AUTHORITY;0;;;;;;;1.75
2307;PERSONAL AREA NETWORK;CERTIFICATE AUTHORITY;0;;;;;;;1.75
2308;PHISHING;CERTIFICATE AUTHORITY;0;;;;;;;0.00
2309;PHONE NETWORK;CERTIFICATE AUTHORITY;0;;;;;;;1.75
2310;PHP;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2311;PORT NUMBER;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2312;POST OFFICE PROTOCOL VERSION 3;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2313;PRINT SERVER;CERTIFICATE AUTHORITY;0;;;;;;;2.00
2314;PRIVATE-KEY;CERTIFICATE AUTHORITY;0;;;;;;;0.00
2315;PROTOCOL;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2316;PROXY SERVER;CERTIFICATE AUTHORITY;0;;;;;;;0.00
2317;PUBLIC-KEY;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2318;PUBLIC-KEY ENCRYPTION;CERTIFICATE AUTHORITY;0;;;;;;;0.00
2319;REGISTERED DOMAIN;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2320;REMOTE MAIL SERVER;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2321;REMOTE SERVER;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2322;REPEATER;CERTIFICATE AUTHORITY;0;;;;;;;2.00
2323;ROUTER;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2324;SECURE SHELL;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2325;SECURE SOCKET LAYER;CERTIFICATE AUTHORITY;0;;;;;;;0.00
2326;SERVER;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2327;SERVER SIDE;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2328;SERVLETS;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2329;SIMPLE MAIL TRANSFER PROTOCOL;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2330;SOFTWARE;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2331;SPYWARE;CERTIFICATE AUTHORITY;0;;;;;;;0.00
2332;STAR;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2333;SUBDOMAINS;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2334;SWITCH;CERTIFICATE AUTHORITY;0;;;;;;;1.75
2335;TAG;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2336;TIER-1 INTERNET SERVICE PROVIDER;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2337;TIER-2 INTERNET SERVICE PROVIDER;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2338;TIER-3 INTERNET SERVICE PROVIDER;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2339;TOP-LEVEL DOMAINS;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2340;TRADITIONAL TELEPHONE;CERTIFICATE AUTHORITY;0;;;;;;;1.75
2341;TRANSMISSION CONTROL PROTOCOL;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2342;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2343;TRANSPORT LAYER;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2344;TROJAN HORSE;CERTIFICATE AUTHORITY;0;;;;;;;0.00
2345;UNIFORM RESOURCE LOCATOR;CERTIFICATE AUTHORITY;0;;;;;;;0.75
2346;USER DATAGRAM PROTOCOL;CERTIFICATE AUTHORITY;0;;;;;;;0.50
2347;VIRUS;CERTIFICATE AUTHORITY;0;;;;;;;0.00
2348;VOICE OVER INTERNET PROTOCOL;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2349;WEBSERVER;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2350;WIDE AREA NETWORK;CERTIFICATE AUTHORITY;0;;;;;;;1.75
2351;WIRELESS NETWORK;CERTIFICATE AUTHORITY;0;;;;;;;1.75
2352;WORLD WIDE WEB;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2353;WORM;CERTIFICATE AUTHORITY;0;;;;;;;0.00
2354;SECOND GENERATION;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2355;EMAIL;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2356;CLIENT-SIDE;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2357;SERVER-SIDE;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2358;SERVLET;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2359;WEBSERVERS;CERTIFICATE AUTHORITY;0;;;;;;;1.25
2360;4G;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2361;ANTIVIRUS SOFTWARE;CERTIFICATE AUTHORITY;0;;;;;;;0.00
2362;SEARCH ENGINE;CERTIFICATE AUTHORITY;0;;;;;;;1.50
2363;WIFI NETWORK;CERTIFICATE AUTHORITY;0;;;;;;;1.00
2364;1G;CLIENT;0;;;;;;;1.00
2365;3G;CLIENT;0;;;;;;;1.00
2366;ACCESS INTERNET SERVICE PROVIDER;CLIENT;0;;;;;;;0.00
2367;ACCESS POINT;CLIENT;0;;;;;;;0.00
2368;ACTIVE SERVER PAGE;CLIENT;0;;;;;;;0.00
2369;ADDRESSING SYSTEM;CLIENT;0;;;;;;;0.00
2370;APPLICATION LAYER;CLIENT;0;;;;;;;0.00
2371;AUDITING SOFTWARE;CLIENT;0;;;;;;;-1.25
2372;BIT PATTERN;CLIENT;0;;;;;;;0.00
2373;BODY;CLIENT;0;;;;;;;0.00
2374;BRIDGE;CLIENT;0;;;;;;;1.25
2375;BROWSER;CLIENT;0;;;;;;;0.00
2376;BUS;CLIENT;0;;;;;;;0.00
2377;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;CLIENT;0;;;;;;;0.00
2378;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;CLIENT;0;;;;;;;0.00
2379;CERTIFICATE;CLIENT;0;;;;;;;-1.25
2380;CERTIFICATE AUTHORITY;CLIENT;0;;;;;;;-1.25
2381;CLIENT SIDE;CLIENT;0;;;;;;;0.00
2382;CLIENT/SERVER MODEL;CLIENT;0;;;;;;;1.25
2383;CLOUD COMPUTING;CLIENT;0;;;;;;;1.00
2384;CLUSTER COMPUTE;CLIENT;0;;;;;;;1.25
2385;COLLISION AVOIDANCE;CLIENT;0;;;;;;;0.00
2386;COLLISION DETECTION;CLIENT;0;;;;;;;0.00
2387;COMPUTER;CLIENT;1;;;;;;;0.00
2388;COMPUTER SYSTEM;CLIENT;0;;;;;;;0.00
2389;CONTENT DELIVERY NETWORK;CLIENT;0;;;;;;;1.00
2390;DENIAL OF SERVICE;CLIENT;0;;;;;;;-1.25
2391;DIGITAL SIGNATURE;CLIENT;0;;;;;;;-1.25
2392;DISTRIBUTED SYSTEM;CLIENT;0;;;;;;;0.00
2393;DOMAIN;CLIENT;0;;;;;;;0.00
2394;DOMAIN NAME;CLIENT;0;;;;;;;0.00
2395;DOMAIN NAME SYSTEM;CLIENT;0;;;;;;;0.00
2396;ENCRYPTION;CLIENT;0;;;;;;;-1.25
2397;END SYSTEM;CLIENT;0;;;;;;;0.00
2398;END USER;CLIENT;0;;;;;;;0.00
2399;ETHERNET NETWORK;CLIENT;0;;;;;;;0.00
2400;EXTENSIBLE MARKUP LANGUAGE;CLIENT;0;;;;;;;0.00
2401;FILE SERVER;CLIENT;0;;;;;;;0.00
2402;FILE TRANSFER PROTOCOL;CLIENT;0;;;;;;;0.00
2403;FIREWALL;CLIENT;0;;;;;;;-1.25
2404;FORWARDING TABLE;CLIENT;0;;;;;;;0.00
2405;GATEWAY;CLIENT;0;;;;;;;0.00
2406;GRID COMPUTE;CLIENT;0;;;;;;;1.25
2407;HEAD;CLIENT;0;;;;;;;1.00
2408;HIDDEN TERMINAL PROBLEM;CLIENT;0;;;;;;;1.25
2409;HOP COUNT;CLIENT;0;;;;;;;-1.00
2410;HOT SPOT;CLIENT;0;;;;;;;1.00
2411;HUB;CLIENT;0;;;;;;;1.25
2412;HYPERTEXT;CLIENT;0;;;;;;;0.00
2413;HYPERTEXT DOCUMENT;CLIENT;0;;;;;;;0.00
2414;HYPERTEXT MARKUP LANGUAGE;CLIENT;0;;;;;;;0.00
2415;HYPERTEXT TRANSFER PROTOCOL;CLIENT;0;;;;;;;0.00
2416;HYPERTEXT TRANSFER PROTOCOL SERVER;CLIENT;0;;;;;;;0.00
2417;INSTANT MESSAGING;CLIENT;0;;;;;;;1.00
2418;INTERNET;CLIENT;0;;;;;;;0.00
2419;INTERNET INFRASTRUCTURE;CLIENT;0;;;;;;;0.00
2420;INTERNET MAIL ACCESS PROTOCOL;CLIENT;0;;;;;;;0.00
2421;INTERNET PROTOCOL;CLIENT;0;;;;;;;0.00
2422;INTERNET PROTOCOL ADDRESS;CLIENT;0;;;;;;;0.00
2423;INTERNET PROTOCOL NETWORK;CLIENT;0;;;;;;;0.00
2424;INTERNET SERVICE PROVIDER;CLIENT;0;;;;;;;0.00
2425;INTERNET SOFTWARE;CLIENT;0;;;;;;;0.00
2426;INTERNET2;CLIENT;0;;;;;;;1.00
2427;INTERPROCESS COMMUNICATION;CLIENT;0;;;;;;;1.25
2428;INTRANET;CLIENT;0;;;;;;;0.00
2429;JAVASERVER PAGE;CLIENT;0;;;;;;;0.00
2430;LINK LAYER;CLIENT;0;;;;;;;0.00
2431;LOCAL AREA NETWORK;CLIENT;0;;;;;;;1.00
2432;MAGNETIC DISK;CLIENT;0;;;;;;;1.25
2433;MAIL SERVER;CLIENT;0;;;;;;;0.00
2434;MALICIOUS SOFTWARE;CLIENT;0;;;;;;;-1.00
2435;MASS STORAGE;CLIENT;0;;;;;;;0.00
2436;METROPOLITAN AREA NETWORK;CLIENT;0;;;;;;;1.00
2437;MNEMONIC ADDRESS;CLIENT;0;;;;;;;0.00
2438;MNEMONIC DOMAIN NAME;CLIENT;0;;;;;;;0.00
2439;NAME SERVER;CLIENT;0;;;;;;;0.00
2440;NETWORK;CLIENT;0;;;;;;;0.00
2441;NETWORK LAYER;CLIENT;0;;;;;;;0.00
2442;NETWORK NEWS TRANSFER PROTOCOL;CLIENT;0;;;;;;;1.00
2443;NETWORK SOFTWARE;CLIENT;0;;;;;;;0.00
2444;OPEN NETWORK;CLIENT;0;;;;;;;0.00
2445;PEER-TO-PEER MODEL;CLIENT;0;;;;;;;1.00
2446;PERSONAL AREA NETWORK;CLIENT;0;;;;;;;1.00
2447;PHISHING;CLIENT;0;;;;;;;-1.25
2448;PHONE NETWORK;CLIENT;0;;;;;;;0.00
2449;PHP;CLIENT;0;;;;;;;0.00
2450;PORT NUMBER;CLIENT;0;;;;;;;0.00
2451;POST OFFICE PROTOCOL VERSION 3;CLIENT;0;;;;;;;0.00
2452;PRINT SERVER;CLIENT;0;;;;;;;1.25
2453;PRIVATE-KEY;CLIENT;0;;;;;;;-1.25
2454;PROTOCOL;CLIENT;0;;;;;;;0.00
2455;PROXY SERVER;CLIENT;0;;;;;;;-1.25
2456;PUBLIC-KEY;CLIENT;0;;;;;;;0.00
2457;PUBLIC-KEY ENCRYPTION;CLIENT;0;;;;;;;-1.25
2458;REGISTERED DOMAIN;CLIENT;0;;;;;;;1.00
2459;REMOTE MAIL SERVER;CLIENT;0;;;;;;;0.00
2460;REMOTE SERVER;CLIENT;0;;;;;;;0.00
2461;REPEATER;CLIENT;0;;;;;;;1.25
2462;ROUTER;CLIENT;0;;;;;;;0.00
2463;SECURE SHELL;CLIENT;0;;;;;;;0.00
2464;SECURE SOCKET LAYER;CLIENT;0;;;;;;;-1.25
2465;SERVER;CLIENT;0;;;;;;;0.00
2466;SERVER SIDE;CLIENT;0;;;;;;;0.00
2467;SERVLETS;CLIENT;0;;;;;;;0.00
2468;SIMPLE MAIL TRANSFER PROTOCOL;CLIENT;0;;;;;;;0.00
2469;SOFTWARE;CLIENT;0;;;;;;;0.00
2470;SPYWARE;CLIENT;0;;;;;;;-1.25
2471;STAR;CLIENT;0;;;;;;;0.00
2472;SUBDOMAINS;CLIENT;0;;;;;;;1.00
2473;SWITCH;CLIENT;0;;;;;;;1.00
2474;TAG;CLIENT;0;;;;;;;0.00
2475;TIER-1 INTERNET SERVICE PROVIDER;CLIENT;0;;;;;;;1.00
2476;TIER-2 INTERNET SERVICE PROVIDER;CLIENT;0;;;;;;;1.00
2477;TIER-3 INTERNET SERVICE PROVIDER;CLIENT;0;;;;;;;1.00
2478;TOP-LEVEL DOMAINS;CLIENT;0;;;;;;;1.00
2479;TRADITIONAL TELEPHONE;CLIENT;0;;;;;;;0.00
2480;TRANSMISSION CONTROL PROTOCOL;CLIENT;0;;;;;;;0.00
2481;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;CLIENT;0;;;;;;;0.00
2482;TRANSPORT LAYER;CLIENT;0;;;;;;;0.00
2483;TROJAN HORSE;CLIENT;0;;;;;;;-1.25
2484;UNIFORM RESOURCE LOCATOR;CLIENT;0;;;;;;;0.00
2485;USER DATAGRAM PROTOCOL;CLIENT;0;;;;;;;-1.00
2486;VIRUS;CLIENT;0;;;;;;;-1.25
2487;VOICE OVER INTERNET PROTOCOL;CLIENT;0;;;;;;;0.00
2488;WEBSERVER;CLIENT;0;;;;;;;0.00
2489;WIDE AREA NETWORK;CLIENT;0;;;;;;;0.00
2490;WIRELESS NETWORK;CLIENT;0;;;;;;;1.00
2491;WORLD WIDE WEB;CLIENT;0;;;;;;;0.00
2492;WORM;CLIENT;0;;;;;;;-1.25
2493;SECOND GENERATION;CLIENT;0;;;;;;;0.00
2494;EMAIL;CLIENT;0;;;;;;;0.00
2495;CLIENT-SIDE;CLIENT;0;;;;;;;0.00
2496;SERVER-SIDE;CLIENT;0;;;;;;;0.00
2497;SERVLET;CLIENT;0;;;;;;;0.00
2498;WEBSERVERS;CLIENT;0;;;;;;;0.00
2499;4G;CLIENT;0;;;;;;;1.00
2500;ANTIVIRUS SOFTWARE;CLIENT;0;;;;;;;-1.25
2501;SEARCH ENGINE;CLIENT;0;;;;;;;1.00
2502;WIFI NETWORK;CLIENT;0;;;;;;;0.00
2503;1G;CLIENT SIDE;0;;;;;;;1.00
2504;3G;CLIENT SIDE;0;;;;;;;1.00
2505;ACCESS INTERNET SERVICE PROVIDER;CLIENT SIDE;0;;;;;;;0.00
2506;ACCESS POINT;CLIENT SIDE;0;;;;;;;0.00
2507;ACTIVE SERVER PAGE;CLIENT SIDE;0;;;;;;;0.00
2508;ADDRESSING SYSTEM;CLIENT SIDE;0;;;;;;;0.00
2509;APPLICATION LAYER;CLIENT SIDE;0;;;;;;;0.00
2510;AUDITING SOFTWARE;CLIENT SIDE;0;;;;;;;-1.25
2511;BIT PATTERN;CLIENT SIDE;0;;;;;;;0.00
2512;BODY;CLIENT SIDE;0;;;;;;;0.00
2513;BRIDGE;CLIENT SIDE;0;;;;;;;1.25
2514;BROWSER;CLIENT SIDE;0;;;;;;;0.00
2515;BUS;CLIENT SIDE;0;;;;;;;0.00
2516;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;CLIENT SIDE;0;;;;;;;0.00
2517;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;CLIENT SIDE;0;;;;;;;0.00
2518;CERTIFICATE;CLIENT SIDE;0;;;;;;;-1.25
2519;CERTIFICATE AUTHORITY;CLIENT SIDE;0;;;;;;;-1.25
2520;CLIENT;CLIENT SIDE;0;;;;;;;0.00
2521;CLIENT/SERVER MODEL;CLIENT SIDE;0;;;;;;;1.25
2522;CLOUD COMPUTING;CLIENT SIDE;0;;;;;;;1.00
2523;CLUSTER COMPUTE;CLIENT SIDE;0;;;;;;;1.25
2524;COLLISION AVOIDANCE;CLIENT SIDE;0;;;;;;;0.00
2525;COLLISION DETECTION;CLIENT SIDE;0;;;;;;;0.00
2526;COMPUTER;CLIENT SIDE;0;;;;;;;0.00
2527;COMPUTER SYSTEM;CLIENT SIDE;0;;;;;;;0.00
2528;CONTENT DELIVERY NETWORK;CLIENT SIDE;0;;;;;;;1.00
2529;DENIAL OF SERVICE;CLIENT SIDE;0;;;;;;;-1.25
2530;DIGITAL SIGNATURE;CLIENT SIDE;0;;;;;;;-1.25
2531;DISTRIBUTED SYSTEM;CLIENT SIDE;0;;;;;;;0.00
2532;DOMAIN;CLIENT SIDE;0;;;;;;;0.00
2533;DOMAIN NAME;CLIENT SIDE;0;;;;;;;0.00
2534;DOMAIN NAME SYSTEM;CLIENT SIDE;0;;;;;;;0.00
2535;ENCRYPTION;CLIENT SIDE;0;;;;;;;-1.25
2536;END SYSTEM;CLIENT SIDE;0;;;;;;;0.00
2537;END USER;CLIENT SIDE;0;;;;;;;0.00
2538;ETHERNET NETWORK;CLIENT SIDE;0;;;;;;;0.00
2539;EXTENSIBLE MARKUP LANGUAGE;CLIENT SIDE;0;;;;;;;0.00
2540;FILE SERVER;CLIENT SIDE;0;;;;;;;0.00
2541;FILE TRANSFER PROTOCOL;CLIENT SIDE;0;;;;;;;0.00
2542;FIREWALL;CLIENT SIDE;0;;;;;;;-1.25
2543;FORWARDING TABLE;CLIENT SIDE;0;;;;;;;0.00
2544;GATEWAY;CLIENT SIDE;0;;;;;;;0.00
